instances,feature_kDN,feature_Usefulness,feature_N2,feature_TD_P,feature_CL,feature_LSR,feature_DS,feature_N1,feature_Harmfulness,feature_DCP,algo_bagging,algo_gradient_boosting,algo_logistic_regression,algo_mlp,algo_random_forest,algo_svc_linear,algo_svc_rbf
14,0.6,1.0,0.43108304586073753,0.5714285714285714,0.8893302002376879,0.8470504690390701,0.9693877551020408,0.3333333333333333,0.023333333333333334,0.47777777777777775,0.6931471805599453,0.8067204025206155,1.9183987053543832,1.989914812231578,1.2992829841302609,1.578011661913092,0.8930040484790066
15,0.6,0.9971428571428571,0.4002593531346901,0.8571428571428571,0.8897479603741844,0.9120326319309119,0.8163265306122449,0.7142857142857143,0.005714285714285714,0.2533333333333333,1.2321436812926323,0.857664334819758,0.6340809679235747,0.6408049562581715,1.133098464739279,0.4900516755089627,0.8795610445199324
16,1.0,1.0,0.6453371026534707,0.5714285714285714,0.7897247821113782,0.9127945103559829,0.826530612244898,1.0,0.056666666666666664,0.47777777777777775,0.42488319396526597,0.579821230828778,1.3923258418754747,1.4269530876551237,0.6632942174102642,1.349062275057882,0.9788069147779053
17,0.0,0.98,0.34091833849046616,0.14285714285714285,0.006644507639843478,0.7913956002060201,0.0,0.0,0.0,0.11675126903553301,0.015384918839479456,0.00010070135319466606,0.0791436513351013,0.07504784021397522,0.02150620522096362,0.13827876411733886,0.0655526795332505
18,0.4,0.9985714285714286,0.5475837300460951,0.5714285714285714,0.9918370997545549,0.8195370449226589,0.9897959183673469,1.0,0.0014285714285714286,0.17647058823529416,0.7731898882334817,1.4776830110850154,1.6475240466174095,1.8683622035225802,0.6061358035703156,1.1845717446499202,0.45236663817163925
19,0.8,0.9933333333333333,0.38202710522341254,0.5714285714285714,0.0064023945240948565,0.7868209537212146,1.0,0.6666666666666666,0.01,0.47777777777777775,0.3420047541909387,0.18877228326923629,1.084307489020499,1.0959433615057064,0.4906229164484712,1.0002700013252142,0.5378217248460332
20,0.0,0.9914285714285714,0.36529019730062906,0.14285714285714285,0.006715515645722037,0.8071323114588057,0.24489795918367352,0.0,0.0,0.11675126903553301,0.04255961441879589,0.0555277572504009,0.11578421819352332,0.10360722271364996,0.03448617607116932,0.21061501937887978,0.10982330095166432
21,0.0,0.9871428571428571,0.29571718787923595,0.14285714285714285,0.03314906975083931,0.8075489170955945,0.0,0.0,0.0,0.11675126903553301,0.009569451016150672,0.056719855095597786,0.11013997567221612,0.10527414359849344,0.005540180375615356,0.1857093439106043,0.05325920780812055
22,0.2,0.9928571428571429,0.5957479689106346,0.7142857142857143,0.027148459360833876,0.8845484459176577,0.5204081632653061,1.0,0.0014285714285714286,0.14893617021276595,0.11692133805890229,0.17719844470463345,0.15935703003981425,0.15791866527183496,0.2282586519809802,0.1871298102337676,0.1557400682987242
23,0.0,0.9842857142857143,0.2097031456039039,0.7142857142857143,1.3069065685211712e-07,0.6854422502886268,0.5204081632653061,0.0,0.0,0.14893617021276595,0.08770558041910557,0.0008379516564527996,0.043222950688055164,0.035855595699588606,0.12445417447340598,0.14086432960102482,0.14913742220421145
24,0.0,0.9942857142857143,0.4254379347458678,0.8571428571428571,0.0019448927787336645,0.7093083295377839,0.8061224489795918,0.0,0.0,0.2533333333333333,0.1809431968238333,0.1744729379048699,0.06985688926187941,0.06523010881238576,0.2029408439966903,0.11397479400877261,0.11719789541953506
25,0.4,0.9985714285714286,0.5177106269193369,0.14285714285714285,8.977004029020463e-09,0.8056285688245179,0.5306122448979591,1.0,0.0,0.11675126903553301,9.992007221626415e-16,0.1177447503921597,0.042616678563281656,0.033553274759961574,0.08426034361773985,0.11385035049226616,0.3649479799244599
26,0.2,0.9957142857142857,0.4660579224878666,0.7142857142857143,0.4857156844907221,0.7471607912956482,0.5204081632653061,0.0,0.0,0.14893617021276595,0.11066556788751943,0.09510045231517995,0.07724788256110507,0.06475907668038582,0.1746165104195494,0.1051727543132378,0.19798270142261357
27,0.2,1.0,0.4585536333824344,0.14285714285714285,0.07062144333675746,0.7943727715028295,0.24489795918367352,0.0,0.0,0.11675126903553301,0.3364722366212129,0.06541492141885208,0.20829842653969335,0.2114062790735273,0.2217632888452514,0.1895861306984826,0.18203083394674244
28,0.4,1.0,0.4845954764510896,0.42857142857142855,0.011261011670204213,0.7572994115890564,0.9387755102040817,0.0,0.0,0.71875,1.4759065198095778,0.834166930831941,0.8576849033862547,0.9419676342243568,0.623786052762443,0.8140187236511554,0.5537719036389069
29,0.2,0.9828571428571429,0.14138608451999268,0.7142857142857143,0.0004433008367258351,0.8647901026171749,0.5204081632653061,0.0,0.0,0.14893617021276595,0.028987536873252298,0.036958724521405646,0.06790309049741587,0.05835243682366223,0.08050321884907066,0.13113654049510626,0.1484298167863561
30,0.4,0.9966666666666667,0.5245311161199174,0.5714285714285714,0.01714404253623769,0.7705267388383572,0.7551020408163265,1.0,0.0,0.1351351351351351,0.5313919013474677,0.023167343785464894,1.343809793151083,1.3717459256297744,0.44895022004790314,0.9514082319034125,1.048347443157722
31,0.2,0.9971428571428571,0.32254777793017586,0.8571428571428571,0.06562267711013725,0.7146931093789053,0.8877551020408163,0.0,0.0,0.2533333333333333,0.3039049079586682,0.4746167060741471,0.5496839020753584,0.5496692087699059,0.42608439531090014,0.4090635732649326,0.23671620617414998
32,0.6,0.9914285714285714,0.42909783535221735,0.5714285714285714,0.9822204967598999,0.8635419109013583,0.9387755102040817,0.3333333333333333,0.0,0.5222222222222221,0.5500463369192721,0.6962421079492508,0.44993790948694284,0.4323066595193656,0.587786664902119,0.3572852310663723,0.166654691666334
33,0.6,0.9942857142857143,0.4887968020970398,0.8571428571428571,0.4019264963961393,0.8638881267610717,0.7959183673469388,0.3333333333333333,0.0014285714285714286,0.2533333333333333,0.262364264467491,0.5073861040855359,0.4425978117561276,0.45053849480622876,0.3184537311185346,0.49402951849610094,0.31139128098017266
34,0.4,1.0,0.5165872811972422,0.14285714285714285,0.5196598119559543,0.7143683005738892,0.0,0.5,0.0014285714285714286,0.11675126903553301,9.992007221626415e-16,0.06703638818599454,0.10375455213660925,0.09127399610037602,0.11778303565638351,0.17104474482255005,0.30459849922864474
35,0.6,1.0,0.46984800922067405,0.8571428571428571,0.9385415972866497,0.8258283728177036,0.8877551020408163,0.5,0.0,0.2533333333333333,0.5108256237659907,0.3871030807542828,1.0566332852142672,1.119232675376304,0.5256681968039195,0.665562624238617,0.4985915078714635
36,0.8,0.9966666666666667,0.41774853731467165,0.5714285714285714,0.599775525859842,0.90527892716856,0.9285714285714286,0.0,0.01,0.47777777777777775,0.3677247801253174,0.5897775693408465,0.8052983458949282,0.7650975885419873,0.5520685823000397,1.0384127366959,0.6018312110772984
37,0.6,0.9985714285714286,0.5822782381551075,0.14285714285714285,0.9999723860428746,0.7999534057705896,0.9897959183673469,1.0,0.0014285714285714286,0.11675126903553301,1.127599825541362,1.68897857701292,0.5384359004205075,0.4994881380650019,0.6876375247489757,0.5851763490106083,0.4334094855354159
38,0.8,1.0,0.5390756832142097,0.8571428571428571,0.001542921864679525,0.7738448313767111,0.9897959183673469,1.0,0.0,0.7466666666666666,0.8678641379686807,1.509081376047994,0.42418258519876606,0.3972983511041097,0.6514744841593773,0.8959586953402955,1.152917269546119
39,0.2,0.9985714285714286,0.46493658814097083,0.7142857142857143,0.6335935922075109,0.7634779428232439,0.5204081632653061,0.0,0.0014285714285714286,0.14893617021276595,0.3635009090091323,0.3925073878532477,0.34766372979171556,0.33582311616116867,0.33096258081024327,0.3890766326996888,0.38925398948487155
40,0.4,0.9828571428571429,0.5345609911304706,0.7142857142857143,0.07350892406839948,0.8928564246414707,0.9183673469387755,0.6666666666666666,0.0014285714285714286,0.14893617021276595,0.3677247801253174,0.3144970250208282,0.2566746226366727,0.2588678701534925,0.45198512374305727,0.31413872254913977,0.4224749708706629
41,0.2,0.9957142857142857,0.5255517815468914,0.14285714285714285,0.18129270613343307,0.8743548544974261,0.9693877551020408,0.3333333333333333,0.0014285714285714286,0.11675126903553301,0.04688358589885038,0.0005519082150409629,0.23916083894287743,0.2307918860956554,0.16126814759612226,0.24600635724795042,0.1333215512974178
42,0.2,0.9985714285714286,0.3736649009048756,1.0,0.44549833911402537,0.7918156962860374,1.0,0.0,0.0,0.875,0.419853845560264,0.3585987017589447,0.3791288708410202,0.3785774662302443,0.3863126758934082,0.39449772497079555,0.27775834683337836
43,0.0,0.9985714285714286,0.42806834817603767,0.8571428571428571,0.7661242877750958,0.7111606912537228,0.8061224489795918,0.0,0.0,0.2533333333333333,0.2876820724517809,0.40676202916800125,0.2115582848336511,0.2000770756499868,0.2933478099874583,0.224912906577547,0.2902428728897793
44,0.4,0.9985714285714286,0.48795085543682093,0.5714285714285714,0.013716164663472918,0.7871942641239372,0.846938775510204,0.0,0.0,0.5222222222222221,0.40546510810816444,0.3940692367474498,0.13246194536279565,0.11796964388996646,0.551176919289558,0.19253395954699373,0.24095252261087718
45,0.6,1.0,0.5011977113402986,0.5714285714285714,0.00460323070326718,0.6918915229607981,0.7551020408163265,1.0,0.0,0.1351351351351351,0.444380524357838,0.31623500751723266,1.1547638162013105,1.1836892088529682,0.5543107357057294,1.1253635071366657,1.1035498048212573
46,0.2,0.9957142857142857,0.3548217603039159,0.14285714285714285,0.22506490849458893,0.8221122429288228,0.0,0.0,0.0,0.11675126903553301,0.015384918839479456,0.017028167216036748,0.3642699069375237,0.373568143679463,0.19948936041632004,0.38186014669096013,0.152255009389956
47,0.2,0.9914285714285714,0.2602728740509802,0.14285714285714285,0.015243206742848958,0.8924819364506388,0.24489795918367352,0.0,0.0,0.11675126903553301,0.048790164169432056,0.1041818046102995,0.16068783395595146,0.15083744784386974,0.11090069603344162,0.22080797854600248,0.275780822944893
48,0.2,0.9985714285714286,0.40203129460796316,0.7142857142857143,0.013561657710579156,0.7051220185493979,0.8979591836734694,0.0,0.0,0.14893617021276595,0.8109302162163288,0.2009446254423577,0.10123726700636439,0.08406542368035876,0.5810298824392393,0.1577223336891328,0.30589833847439185
49,0.2,0.9957142857142857,0.41676566590241115,0.14285714285714285,0.1286251737838806,0.8092405654447912,0.0,0.0,0.0,0.11675126903553301,0.20604911795490968,0.19362485534765547,0.16059247139244914,0.15718502321750338,0.15415067982725836,0.20650041404757533,0.1861739705430593
50,0.2,0.9985714285714286,0.46818199963579754,0.14285714285714285,0.8023764437698413,0.8086521177606544,1.0,0.5,0.0014285714285714286,0.11675126903553301,0.16532398042538354,0.1417716366950144,0.3314105978905328,0.33674401292727385,0.21489040955748925,0.32263687309295397,0.39907864265584575
51,0.6,0.9971428571428571,0.4651214132008247,0.5714285714285714,0.8373921041691774,0.8135621447284871,0.7755102040816326,0.5,0.0,0.17647058823529416,0.5154660033224929,0.6520033843438932,0.7284545774375033,0.7568638481630631,0.4940185054496094,0.4325833894562926,0.5833366027066905
52,0.0,0.9885714285714285,0.38865989213428065,0.5714285714285714,0.00553184559637776,0.7831184970111554,0.846938775510204,0.0,0.0,0.5222222222222221,0.2876820724517809,0.20182269306978257,0.06869005365791872,0.056701278760549596,0.20633643299782845,0.16766904317181397,0.11032274074765219
53,0.2,0.9857142857142858,0.6004909767542175,0.14285714285714285,0.052175055873833864,0.9525867487537969,0.5306122448979591,0.5,0.0014285714285714286,0.11675126903553301,9.992007221626415e-16,0.11681438771020031,0.10324049228116602,0.09084397655089588,0.16551443847757344,0.18979096884725064,0.1098834824938343
54,0.2,0.9885714285714285,0.43788199542035766,0.14285714285714285,0.0010332799936574322,0.7830683655550392,0.24489795918367352,0.0,0.0,0.11675126903553301,0.023167059281534418,0.0012272752544561928,0.06303640800529306,0.05477638226025831,0.10064352577968741,0.13470684908799274,0.16623195700651955
55,0.8,0.9966666666666667,0.5077645323924669,0.5714285714285714,0.002008872030878295,0.8374533455574944,0.9693877551020408,0.6666666666666666,0.016666666666666666,0.47777777777777775,0.2876820724517809,0.38761329538479145,0.5407490714041896,0.5192251773227279,0.7817005779013904,0.7497856856413413,0.7837238329298146
56,0.2,0.9985714285714286,0.49088803583928087,0.14285714285714285,0.04842821379218676,0.7133110735350295,0.8877551020408163,0.0,0.0,0.11675126903553301,0.4265185173059967,0.6674078200708552,0.23526697540525296,0.22811553503687987,0.3398678256223512,0.29599316520165914,0.4225379367907242
57,1.0,1.0,0.5702871253647066,0.8571428571428571,0.4964885162240281,0.7767807405144154,0.9795918367346939,1.0,0.0033333333333333335,0.7466666666666666,1.0185695809945732,1.412647648573097,1.38500322920094,1.363955548440858,1.3694872428035094,1.1345780478826464,1.202361792601457
58,0.0,0.9971428571428571,0.3625878900561763,0.14285714285714285,0.9910616364294065,0.7251323764484234,1.0,0.0,0.0,0.11675126903553301,0.41238555095273816,0.7325268700679151,0.4168952361998713,0.4167968922169166,0.5776342934381011,0.3435475474706848,0.2140195792103247
59,0.6,1.0,0.48600102996311234,0.8571428571428571,0.5692621137920912,0.8472373260929716,0.8877551020408163,0.0,0.0,0.2533333333333333,0.4658742359037243,0.5664598346456031,0.9860577326092405,1.0091188703134246,0.7783049889002521,0.6358494318470103,0.5715616304412291
60,0.2,1.0,0.4905594819762763,0.5714285714285714,0.00010228610643636671,0.6991244020534456,0.9285714285714286,0.0,0.0,0.47777777777777775,0.322773392263051,0.2952378505639553,0.39952055646196905,0.3793474476401358,0.3364722366212129,0.56020565549416,0.6524753047306769
61,0.0,0.9914285714285714,0.34878784918802264,0.7142857142857143,0.7416459377463851,0.7457717221920819,0.9183673469387755,0.0,0.0,0.14893617021276595,0.5268259651124318,0.3480248325612587,0.20662756469026983,0.18620473400723145,0.40270648566908473,0.17810453278922814,0.4524803962457932
62,0.0,0.9914285714285714,0.4001149176793056,0.8571428571428571,4.56886282352853e-05,0.7701138423934285,0.8061224489795918,0.0,0.0,0.2533333333333333,0.15415067982725836,0.1153016260536622,0.02975691442521384,0.02453290725243709,0.0986306034416273,0.07840984320594355,0.11089845804136081
63,0.2,0.9933333333333333,0.4982114398414754,0.5714285714285714,0.0036302460507726675,0.7945765478692827,0.9795918367346939,0.0,0.0,0.47777777777777775,0.19961305390401568,0.4075060378045973,0.6480001625045647,0.6433678831410522,0.30814790304407197,0.6722325459819374,0.47671173688793445
64,0.6,0.9966666666666667,0.17961987331583384,0.5714285714285714,4.534632038522002e-05,0.8427446559492467,0.7551020408163265,0.5,0.006666666666666667,0.1351351351351351,0.1880522315029396,0.2716453079858678,0.31131254420204596,0.2854042275628595,0.3464667673462086,0.4325348903192585,0.6762020318361982
65,0.2,0.9928571428571429,0.5108024413878934,0.14285714285714285,0.169215791608045,0.8438573190110279,0.8979591836734694,0.3333333333333333,0.0,0.11675126903553301,9.992007221626415e-16,0.18135155650609402,0.3647973009097651,0.365596707345197,0.17627924233799205,0.35314766480545196,0.42015014793625927
66,0.0,0.9985714285714286,0.43931340288073883,0.14285714285714285,0.3725895405379158,0.6964807335438663,0.8775510204081632,0.0,0.0,0.11675126903553301,0.3364722366212129,0.12934368934123885,0.6529502464680911,0.7571899615593015,0.18121719445090145,0.6794612874373467,0.2895304061133566
67,0.0,0.9942857142857143,0.2958162194160783,0.14285714285714285,0.6349297039869257,0.7621285334189745,0.8877551020408163,0.0,0.0,0.11675126903553301,0.48550781578170077,0.34185207582645905,0.20942039962657927,0.18720036928954717,0.17627924233799205,0.24705006789792572,0.166813402057424
68,0.2,0.9942857142857143,0.38777032925230526,1.0,0.004285013293390594,0.7945609001995154,0.9897959183673469,0.0,0.0,0.42000000000000004,0.5578931346239764,0.7086218268686875,0.7790055219669051,0.8061882895460263,0.5776342934381011,0.5179812371547133,0.47891541327493875
69,0.8,1.0,0.5472258232603606,0.14285714285714285,6.606663245145583e-06,0.7770732455651009,0.9591836734693877,1.0,0.0,0.883248730964467,3.258096538021482,1.7707314695472214,0.44917949443525057,0.4557714256173093,1.550597412411167,0.6931471805599453,1.1215756375512729
70,0.0,0.9871428571428571,0.3483713008514955,0.14285714285714285,0.17615655095855887,0.8617602580625087,0.8979591836734694,0.0,0.0,0.11675126903553301,0.48550781578170077,0.22474352334976258,0.462198730181903,0.46816285088136683,0.2256719976675684,0.42729943518506946,0.3787526981519677
71,0.4,0.9985714285714286,0.4376202379194025,0.14285714285714285,0.4213112924588138,0.699841666750474,0.9897959183673469,0.0,0.0014285714285714286,0.11675126903553301,0.40202276391719155,0.6062932002981477,0.3068283921096742,0.2976190126641304,0.5419162108360218,0.3532494117102479,0.46522881023861606
72,0.2,0.9985714285714286,0.5401560535630711,0.14285714285714285,0.028543532003181715,0.8169618180542916,0.0,0.5,0.0014285714285714286,0.11675126903553301,9.992007221626415e-16,0.057879359336714016,0.042300460752419534,0.033115942799904895,0.0953101798043249,0.10582514214671768,0.18064109994267585
73,0.2,0.9971428571428571,0.46047781905786955,0.7142857142857143,0.9999893503712924,0.7388258012791327,0.9795918367346939,0.0,0.0014285714285714286,0.14893617021276595,0.5223864461670668,0.5154781681293743,0.10766032155399499,0.10061673450252896,0.5245244681241525,0.1789673788182555,0.3571583147934957
74,0.0,0.9971428571428571,0.462403644925775,0.5714285714285714,0.9500776271532919,0.6884846918709986,0.9489795918367347,0.0,0.0,0.5222222222222221,0.7000676234045191,0.5380319749102666,0.5081575507420918,0.5009664561507424,0.7563260821814769,0.48430953073919747,0.35187426765220087
75,0.6,1.0,0.5401470411117664,0.5714285714285714,0.008348349068886596,0.7776530902391682,0.9795918367346939,1.0,0.0,0.8235294117647058,0.7419373447293773,1.0952532220503461,0.9032587380555058,0.901526755406922,0.9358171542245103,0.7496043517980384,0.9849396465463863
76,0.6,0.9985714285714286,0.461961626526707,0.8571428571428571,0.05659664659659269,0.8480304060248609,0.9795918367346939,0.0,0.0,0.2533333333333333,0.534082485930258,0.20106836201945646,0.05664504057154848,0.05270554497802421,0.4105802087749349,0.14940053998080885,0.19207981723214573
77,0.8,0.9966666666666667,0.4789731644345896,0.5714285714285714,0.5284365174514454,0.8979431126164346,0.9591836734693877,0.0,0.0,0.47777777777777775,0.37538765287088643,0.17715308864630902,0.8160942250145172,0.8015936393405522,0.48285177172358457,0.9014805604210162,0.19984331830026458
78,0.0,0.9871428571428571,0.3620922072035513,0.7142857142857143,0.05908379749040049,0.7742624110204545,0.5204081632653061,0.0,0.0,0.14893617021276595,0.16579225484274407,0.19332444945098617,0.0947424306506834,0.08347828748903154,0.3639653772014116,0.16087617001250853,0.11003465779481435
79,0.2,1.0,0.6209010744017645,0.14285714285714285,0.3227313531712207,0.8950228004330563,0.24489795918367352,1.0,0.0,0.11675126903553301,0.3319025409311477,0.02842246721665442,0.8699169701567612,0.9084282487242084,0.2806149052286884,0.8692844846247119,0.7937929142560828
80,0.6,0.9957142857142857,0.47660108953011604,0.5714285714285714,0.4775992516794143,0.7977326582581556,0.9387755102040817,0.0,0.0,0.5222222222222221,0.8498456324660023,0.5820886308843859,0.8169167303420986,0.8394943674112121,0.8056251639866356,0.4973987546712631,0.8263583721315717
81,0.8,1.0,0.6082227760808014,0.14285714285714285,0.9316596460031281,0.8948155605776276,1.0,1.0,0.006666666666666667,0.883248730964467,2.159484249353372,1.9282764639807293,2.2427682929885746,2.403680192146646,1.6506808709681495,1.5968136758373832,1.322075049517556
82,0.0,0.9957142857142857,0.40279609686184237,0.14285714285714285,0.30482647127227525,0.7459501359833932,0.9693877551020408,0.0,0.0014285714285714286,0.11675126903553301,0.1727126976873178,0.07619797575123996,0.11661802454553652,0.111218400127852,0.2411620568168881,0.13008932765427206,0.24793720206620493
83,0.4,0.9942857142857143,0.6333968556111044,0.14285714285714285,0.7781771341988497,0.8978802713230905,0.5306122448979591,0.5,0.002857142857142857,0.11675126903553301,0.16579225484274407,0.275917084335439,0.46373601550594645,0.45425859363650484,0.2933478099874583,0.38344063960536384,0.35851832915282567
84,0.2,0.9985714285714286,0.41185770044651926,0.5714285714285714,0.6596892270561301,0.6869057761242594,0.9489795918367347,0.0,0.0,0.5222222222222221,0.49247648509779407,0.36387835591751555,0.06301441504029963,0.05201141078135862,0.22738984219566089,0.16632390773210193,0.3812027011191053
85,0.0,0.97,0.24693127862853614,0.7142857142857143,0.018124164212792282,0.8480702985565393,0.5204081632653061,0.5,0.0,0.14893617021276595,0.11692133805890229,0.24773902715349153,0.08116552783330466,0.07787635113725865,0.17824823140631876,0.14194846816132653,0.07835545717684267
86,0.0,1.0,0.39397658486775133,0.14285714285714285,0.0008320009974861486,0.6882735115862999,0.8163265306122449,0.0,0.0,0.11675126903553301,0.13899887480665607,0.00014948297379864767,0.03522109007540024,0.030678190817421833,0.19948936041632004,0.09704507600721601,0.3006677139764614
87,0.4,0.9971428571428571,0.5671393650353188,0.8571428571428571,0.37695187617240045,0.9272765355058177,0.8877551020408163,0.3333333333333333,0.0,0.2533333333333333,0.6190392084062235,0.3543560279814921,0.4903667034927198,0.5097939131034117,0.34662460808523093,0.3288819526614117,0.44688859433450945
88,0.6,1.0,0.6219632299225959,0.5714285714285714,4.085283667465411e-06,0.8827907964432447,0.9795918367346939,1.0,0.006666666666666667,0.47777777777777775,0.3004863446977687,0.12815387535255718,0.4289572336170467,0.404136681478032,0.41616039722491244,0.6559565734567863,1.413610372887264
89,0.0,0.9957142857142857,0.3433896845522657,0.8571428571428571,0.29501061433859666,0.790627007682842,0.9081632653061225,0.0,0.0,0.2533333333333333,0.5108256237659907,0.600749513595882,0.3399645501253763,0.3406459054453858,0.42781240680016097,0.3129893814709293,0.3123763535956446
90,0.4,1.0,0.48872159078105704,0.42857142857142855,0.10910351968217191,0.7837736814179486,0.9285714285714286,0.0,0.006666666666666667,0.28125,0.3912804731162079,0.3964112223319263,0.911266617279783,0.854084751745705,0.894431938061656,0.9274064170184974,1.7230871932661869
91,0.0,0.96,0.2033024588441108,0.14285714285714285,0.003713110003051967,0.8237575219070824,0.0,0.0,0.0,0.11675126903553301,9.992007221626415e-16,0.05824923957587882,0.028160434968791222,0.022248151243044117,0.041242958534049134,0.08588371757067914,0.05671739150766406
92,0.0,0.99,0.4314066314867804,0.8571428571428571,0.00040394570290658294,0.7496048590124895,0.9795918367346939,0.0,0.0,0.2533333333333333,0.06899287148695143,0.15063427232776289,0.014905656628055361,0.011118857421342103,0.10474683045906338,0.03639488579461979,0.058897291316180454
93,0.8,1.0,0.5258083858884921,0.14285714285714285,0.7819195900867321,0.7416255412562891,0.9897959183673469,1.0,0.0,0.883248730964467,3.776585034533042,7.169652456785061,2.1071243715882266,2.156419570673009,2.597384633214691,1.9781539634226146,1.214529153456385
94,0.6,1.0,0.5520425399787094,0.5714285714285714,0.9976541360493146,0.7258704977045356,0.7755102040816326,1.0,0.002857142857142857,0.17647058823529416,0.5500463369192721,0.2904728912414594,1.3672652518904316,1.568047971095002,0.7032995520239632,0.96785459089483,0.43841099736180683
95,0.0,0.9942857142857143,0.2959974008300067,0.8571428571428571,0.001925277425303129,0.8006185270962866,0.9591836734693877,0.0,0.0,0.2533333333333333,0.40202276391719155,0.4305378883723026,0.24477929046514263,0.24246473179770556,0.2282586519809802,0.2583199679616492,0.1567414439123602
96,0.2,1.0,0.4699071300452481,0.5714285714285714,1.3971394441369966e-07,0.7106726831796644,0.7551020408163265,0.0,0.0,0.1351351351351351,0.21357410029805904,0.2983492949968133,0.07489111519457207,0.05063280935220055,0.25131442828090605,0.19524825191623324,1.034453274966304
97,0.0,0.9957142857142857,0.31156558839512327,0.14285714285714285,0.6797410901497507,0.786833040058062,0.0,0.0,0.0,0.11675126903553301,9.992007221626415e-16,0.0001290941128666752,0.12335991310305654,0.11688147138771864,0.032435275753153844,0.17823411292660216,0.21721030031033797
98,0.2,0.9942857142857143,0.35424205271347664,0.8571428571428571,0.4513815852378945,0.7969908617267467,0.8061224489795918,0.0,0.0,0.2533333333333333,0.22123697304362816,0.020265270471677487,0.39986304275124857,0.4023962941856579,0.3689075123743667,0.36715866464778874,0.20977426648352662
