instances,feature_kDN,feature_DS,feature_TD_P,feature_TD_U,feature_CLD,feature_N1,feature_N2,feature_LSR,feature_Harmfulness,feature_Usefulness,algo_bagging,algo_dummy,algo_gradient_boosting,algo_logistic_regression,algo_mlp,algo_random_forest,algo_svc_linear,algo_svc_rbf
21,0.0,0.5523012552301255,1.0,1.0,0.4926233920077132,0.0,0.1257412025403254,0.8432392738701759,0.0,0.8234126984126984,9.992007221626415e-16,0.6856751657212442,0.0034280376986827424,0.6680356123686376,9.992007221626415e-16,0.026811257450656815,0.6525767064256703,1.5487611193522133e-13
22,0.0,0.0,0.9,0.9,0.5066870786958666,0.0,0.031111028161387333,0.8020521512872933,0.0,0.7757936507936508,9.992007221626415e-16,0.6831968497067772,0.0022999029229298154,0.6861120638852022,9.992007221626415e-16,9.992007221626415e-16,0.7343611526882029,3.0087043967342197e-14
23,0.0,0.5523012552301255,1.0,1.0,0.4957000759974978,0.0,0.21546052024195317,0.9114504695118084,0.0,0.9246031746031746,9.992007221626415e-16,0.6831968497067772,0.003099384955682705,0.671595659100345,9.992007221626415e-16,0.020619287202735703,0.6827190157254731,6.16096063057136e-12
24,0.0,0.5146443514644352,0.8,0.8,0.4859349849676643,0.0,0.06840278808041211,0.9282674054569355,0.007936507936507936,0.9087301587301587,9.992007221626415e-16,0.6831968497067772,3.0129562591752376e-06,0.6401866901206575,9.992007221626415e-16,0.10680850709192102,0.7425252268944739,0.008184615854511966
25,0.0,0.0,0.9,0.9,0.5148933989982339,0.0,0.049862503250487245,0.7462374806928269,0.0,0.8373015873015873,9.992007221626415e-16,0.6856751657212442,2.917801735187156e-06,0.687759534864805,9.992007221626415e-16,9.992007221626415e-16,0.6137802884936405,3.0087043967342197e-14
26,0.0,0.6401673640167365,0.9,0.9,0.5055629301853581,0.0,0.04265428361597379,0.8814961104497713,0.0,0.8346774193548387,9.992007221626415e-16,0.7006754469807368,2.975573225371538e-06,0.7329327672063275,9.992007221626415e-16,0.09956327323876052,0.6366519958267455,1.0000001482835065e-07
27,0.0,0.5146443514644352,0.8,0.8,0.4872149595445924,0.0,0.039261447436510166,0.8191435821445407,0.0,0.8809523809523809,0.005665737535677308,0.6856751657212442,0.0032122321369020723,0.6690967463327048,9.992007221626415e-16,0.010638398205055754,0.7441084624492477,3.0087043967342197e-14
28,0.0,0.0,0.9,0.9,0.5071418054297238,0.0,0.12308991453559592,0.8122887693925593,0.0,0.7777777777777778,9.992007221626415e-16,0.6831968497067772,0.0030145057112192578,0.6863208343315627,9.992007221626415e-16,0.07270949579713118,0.7358315158390596,3.0087043967342197e-14
29,0.0,0.029288702928870314,1.0,1.0,0.4899597688522934,0.0,0.0952127489966832,0.8189484622894136,0.0,0.814516129032258,9.992007221626415e-16,0.7006754469807368,0.002510292596943518,0.6660706814211512,9.992007221626415e-16,0.019231361927887644,0.6659657749892304,1.0000001482835065e-07
30,0.6,0.40585774058577406,0.8,0.8,0.5116149268906347,1.0,0.6012350359484187,0.982265092252251,0.03024193548387097,0.9737903225806451,9.992007221626415e-16,0.7006754469807368,0.006306848931888691,0.7057703087787559,9.992007221626415e-16,0.009569451016150672,0.759466851232159,0.8092859249672253
31,0.2,0.0,0.9,0.9,0.4980917729126969,0.0,0.3532808031129627,0.9526912955377196,0.031746031746031744,0.9484126984126984,9.992007221626415e-16,0.6856751657212442,0.0032016125086995156,0.6803100004674819,4.363176486777817e-13,0.13976194237515874,0.6720271584012544,0.13811710556784404
32,0.4,0.029288702928870314,1.0,1.0,0.5017117190110798,0.0,0.39426488339969734,0.9674474324554645,0.010080645161290322,0.9657258064516129,9.992007221626415e-16,0.7006754469807368,0.04014086430434182,0.7106436781410801,2.997602166487927e-15,0.03460552917747561,0.6535414592840515,0.021859779557649024
33,0.0,0.0,0.9,0.9,0.5039752151023484,0.0,0.0756108394669942,0.848095279956474,0.0,0.8353174603174603,9.992007221626415e-16,0.6856751657212442,0.0022999029229298154,0.7025999491277981,9.992007221626415e-16,0.010638398205055754,0.7056331621037869,8.1189277526504e-11
34,0.0,0.0,0.9,0.9,0.4993232831069143,0.0,0.18090122155097477,0.9106824809253362,0.0,0.9246031746031746,9.992007221626415e-16,0.6831968497067772,0.0032016125086995156,0.6982821157454153,9.992007221626415e-16,9.992007221626415e-16,0.6607532562391937,0.008051212712641968
35,0.0,0.5146443514644352,0.8,0.8,0.49095908110841974,0.0,0.09882002193671213,0.805905501547197,0.0,0.7936507936507937,9.992007221626415e-16,0.6856751657212442,0.0050640106249037,0.6612437044777361,9.992007221626415e-16,0.07579614265930978,0.709485012871378,3.0087043967342197e-14
36,0.0,0.0,0.9,0.9,0.49984796340940574,0.0,0.2559150841491138,0.9390044760154495,0.003968253968253968,0.8908730158730158,9.992007221626415e-16,0.6856751657212442,0.013159139107822258,0.6848020404326781,9.992007221626415e-16,0.048790164169432056,0.6691900975478793,0.008060851112547571
37,0.2,0.5523012552301255,1.0,1.0,0.4955169545489828,0.0,0.3085614945988103,0.9470636016068046,0.003968253968253968,0.996031746031746,9.992007221626415e-16,0.6856751657212442,3.0129562591752376e-06,0.6839605374522293,4.914561214516837e-09,0.4274440148269396,0.6753025622767943,0.4727310672754396
38,0.0,0.40585774058577406,0.8,0.8,0.5090346071013189,0.0,0.03644916791804387,0.8626001965734641,0.0,0.8528225806451613,9.992007221626415e-16,0.7006754469807368,0.003430216033396624,0.6948275824037125,9.992007221626415e-16,0.009569451016150672,0.6271928179256911,1.0000001482835065e-07
39,0.0,0.029288702928870314,1.0,1.0,0.4953469058932484,0.0,0.10590730364769996,0.8853927091220954,0.0,0.7782258064516129,9.992007221626415e-16,0.7006754469807368,0.016227148366694647,0.7191836822757582,9.992007221626415e-16,0.08977265753342609,0.6609564495094864,3.7057333773293067e-07
40,0.0,0.0,0.9,0.9,0.4995515037032787,0.0,0.18020791703398098,0.9365139826609487,0.0,0.8908730158730158,9.992007221626415e-16,0.6831968497067772,2.917801735187156e-06,0.6847056885960885,9.992007221626415e-16,9.992007221626415e-16,0.6687460029161965,0.013440577142485102
41,0.0,0.0,0.9,0.9,0.5040574805336142,0.0,0.09253583967363854,0.8562184952722025,0.0,0.7876984126984127,9.992007221626415e-16,0.6856751657212442,0.013159139107822258,0.695526756885139,9.992007221626415e-16,9.992007221626415e-16,0.7391456713986737,3.118616476172551e-13
42,0.0,0.029288702928870314,1.0,1.0,0.4953350057074357,0.0,0.024282127018430022,0.8295628911034291,0.0,0.7721774193548387,9.992007221626415e-16,0.7006754469807368,0.0032937908511166364,0.7106239702843891,9.992007221626415e-16,0.08026533086320085,0.7434710547084675,1.0000001482835065e-07
43,0.0,0.5146443514644352,0.8,0.8,0.4861584646674453,0.0,0.05420082930682868,0.8918078082839226,0.0,0.873015873015873,9.992007221626415e-16,0.6856751657212442,0.01583277848820125,0.6305910745855496,9.992007221626415e-16,0.038839833316263894,0.7448176180690061,8.776313009665714e-13
44,0.0,0.0,0.9,0.9,0.5154376064258877,0.0,0.06171226483350101,0.8908200136536909,0.0,0.8571428571428572,9.992007221626415e-16,0.6831968497067772,0.018749028175337298,0.739505589592709,9.992007221626415e-16,0.05440674504243426,0.6015785822009642,5.786755320269458e-08
45,0.0,0.40585774058577406,0.8,0.8,0.512176911256292,0.0,0.05462301007731385,0.7515582807303534,0.0,0.8810483870967742,9.992007221626415e-16,0.7006754469807368,2.975573225371538e-06,0.7743278919837407,9.992007221626415e-16,0.028987536873252298,0.6359631354697355,1.0000001482835065e-07
46,0.0,0.40585774058577406,0.8,0.8,0.513395333757396,0.0,0.008113180043183288,0.8008797230663623,0.0,0.8790322580645161,9.992007221626415e-16,0.7006754469807368,0.007096331693063577,0.6944749028667009,9.992007221626415e-16,9.992007221626415e-16,0.6379306858280841,1.0000001482835065e-07
47,0.0,0.5146443514644352,0.8,0.8,0.4869934835956783,0.0,0.21411338700620886,0.9689665957339505,0.0,0.8928571428571429,9.992007221626415e-16,0.6856751657212442,3.0129562591752376e-06,0.6632005462794394,9.992007221626415e-16,0.09097177820572676,0.7528911362942948,0.061771333501486586
48,0.0,0.0,0.9,0.9,0.5005429532513739,0.0,0.16257793892076522,0.9214628981861509,0.0,0.8392857142857143,9.992007221626415e-16,0.6856751657212442,0.0032016125086995156,0.7097334313991451,9.992007221626415e-16,0.010638398205055754,0.6637239821912269,4.32729237256301e-07
49,0.0,0.0,0.9,0.9,0.5146549446901643,0.0,0.09414878949137573,0.8870437146735383,0.0,0.8511904761904762,9.992007221626415e-16,0.6856751657212442,0.0022999029229298154,0.7071087768606311,9.992007221626415e-16,0.03460552917747561,0.7455918742759696,5.4571458464704117e-11
50,0.0,0.029288702928870314,1.0,1.0,0.49154807693107816,0.0,0.022347615385417963,0.7963164214673109,0.0,0.7600806451612903,9.992007221626415e-16,0.7006754469807368,0.0032937908511166364,0.6637385216192934,9.992007221626415e-16,9.992007221626415e-16,0.7901060778316152,1.0000001482835065e-07
51,0.0,0.5146443514644352,0.8,0.8,0.48816118513944695,0.0,0.2741858077869801,0.9427858161561904,0.0,0.9047619047619048,9.992007221626415e-16,0.6856751657212442,0.016376666638909645,0.680331630623263,9.992007221626415e-16,9.992007221626415e-16,0.7660648937551466,0.005875392924686452
52,0.0,0.5146443514644352,0.8,0.8,0.4939338006302848,0.0,0.0650560170033625,0.8550079450488006,0.0,0.7896825396825397,0.005665737535677308,0.6856751657212442,0.0050640106249037,0.6801443476843043,9.992007221626415e-16,0.01600034134644119,0.7051397840235566,3.0087043967342197e-14
53,0.0,0.40585774058577406,0.8,0.8,0.5126549174172828,0.0,0.10434637877136665,0.8733745015544058,0.0,0.8306451612903226,9.992007221626415e-16,0.7006754469807368,0.020136063436735737,0.7442429609985087,9.992007221626415e-16,0.09097177820572676,0.655332099168505,1.0000001482835065e-07
54,0.0,0.6401673640167365,0.9,0.9,0.5033437580840783,0.0,0.03281709861265658,0.919228785893632,0.0,0.8629032258064516,9.992007221626415e-16,0.7006754469807368,2.975573225371538e-06,0.6742125952571343,9.992007221626415e-16,0.09097177820572676,0.6931471805599453,4.5903442128928885e-06
55,0.0,0.40585774058577406,0.8,0.8,0.5090081133033163,0.0,0.2783025502403905,0.9580054369603657,0.0,0.9475806451612904,9.992007221626415e-16,0.7006754469807368,0.020136063436735737,0.7151175145024173,9.992007221626415e-16,0.010638398205055754,0.6423390391325959,0.009876639646434487
56,0.0,0.6401673640167365,0.9,0.9,0.5052721645765443,0.0,0.08712577399428767,0.9314424338232894,0.0,0.9516129032258065,9.992007221626415e-16,0.7006754469807368,0.007994523985642233,0.7124912661813013,9.992007221626415e-16,9.992007221626415e-16,0.7032346699124333,0.02797645047425703
57,0.2,0.5146443514644352,0.8,0.8,0.487853668971607,0.0,0.3997855524333329,0.9679166695639306,0.015873015873015872,0.9742063492063492,9.992007221626415e-16,0.6856751657212442,0.025188581392427484,0.676058458497517,2.0539480327645377e-08,0.09097177820572676,0.6271100664098048,0.37160029733614547
58,0.0,0.0,0.9,0.9,0.5048933757249486,0.0,0.10303644689023672,0.8628495776208178,0.0,0.8432539682539683,9.992007221626415e-16,0.6856751657212442,0.00432656392797131,0.6853981174441259,9.992007221626415e-16,0.009569451016150672,0.7325212251105043,3.0087043967342197e-14
59,0.0,0.5146443514644352,0.8,0.8,0.48696215616409266,0.0,0.09286642819297519,0.8351133003053958,0.0,0.8551587301587301,9.992007221626415e-16,0.6831968497067772,0.0032383303841899812,0.6620300033412875,9.992007221626415e-16,0.06317890162153156,0.7519773394252239,3.0087043967342197e-14
60,0.2,0.5146443514644352,0.8,0.8,0.48850900306662987,0.3333333333333333,0.4290783004731856,0.9821908344146518,0.013888888888888888,0.9702380952380952,9.992007221626415e-16,0.6831968497067772,0.0031001961182644876,0.680650587959976,1.9761969838327982e-14,0.19105523676270922,0.7500325791653433,0.22122413951081293
61,0.0,0.0,0.9,0.9,0.5166971199327481,0.0,0.042858634904277104,0.7522917049428808,0.0,0.8591269841269842,9.992007221626415e-16,0.6856751657212442,0.003046391873057324,0.729337552675194,9.992007221626415e-16,0.013698844358161915,0.6102784221956744,3.0087043967342197e-14
62,0.0,0.029288702928870314,1.0,1.0,0.48539532179156086,0.0,0.02577282368134126,0.7957088772838665,0.0,0.8084677419354839,9.992007221626415e-16,0.7006754469807368,0.016227148366694647,0.6575584333834665,9.992007221626415e-16,9.992007221626415e-16,0.7894230389554668,3.624400439491159e-06
63,0.0,0.9832635983263598,0.7,0.7,0.497473086359672,0.0,0.11174794705016644,0.9355266094092488,0.010080645161290322,0.8709677419354839,0.020619287202735703,0.7006754469807368,0.0024119456299725945,0.7267351452455028,9.992007221626415e-16,0.12633743005919515,0.7329785411319852,0.006717124137297159
64,0.0,0.029288702928870314,1.0,1.0,0.49409908276362635,0.0,0.14078089607947897,0.8566052380065465,0.0,0.7943548387096774,9.992007221626415e-16,0.7006754469807368,3.3513032285849824e-06,0.6790568750207627,9.992007221626415e-16,0.028987536873252298,0.6799066775251907,3.242086668441256e-07
65,0.4,0.9832635983263598,1.0,1.0,0.5160102737080848,0.0,0.2687377544074141,0.9657761177387983,0.03571428571428571,0.9424603174603174,0.3163373282121571,0.6856751657212442,5.712910257987015,0.7321302683599065,7.793978798726632e-10,0.1855012097113343,0.6031356601498444,0.5254287068366946
66,0.0,0.0,0.9,0.9,0.5120233870543387,0.0,0.2600776790136963,0.9258932975892353,0.0,0.875,9.992007221626415e-16,0.6831968497067772,0.018749028175337298,0.7063076542706189,9.992007221626415e-16,9.992007221626415e-16,0.7374633964566395,1.3973285846288134e-05
67,0.0,0.0,0.9,0.9,0.5102254828923842,0.0,0.05474258213923655,0.7878240383241046,0.0,0.8035714285714286,9.992007221626415e-16,0.6856751657212442,0.0022999029229298154,0.716650504267481,9.992007221626415e-16,9.992007221626415e-16,0.6258920188392436,3.0087043967342197e-14
68,0.0,0.0,0.9,0.9,0.5059956534097365,0.0,0.0893225873392689,0.8492975891385839,0.0,0.8154761904761905,9.992007221626415e-16,0.6856751657212442,2.917801735187156e-06,0.7107114544626151,9.992007221626415e-16,0.09548497766626117,0.7322413066844318,3.0087043967342197e-14
69,0.0,0.5523012552301255,1.0,1.0,0.49511373822249205,0.0,0.012045843719493687,0.8674891805594888,0.0,0.7936507936507937,9.992007221626415e-16,0.6856751657212442,0.01583277848820125,0.6803006501008911,9.992007221626415e-16,0.026811257450656815,0.6931471805599453,3.0087043967342197e-14
70,0.0,0.5523012552301255,1.0,1.0,0.495237685877577,0.0,0.13251766698894019,0.8924307899584963,0.0,0.7876984126984127,9.992007221626415e-16,0.6856751657212442,3.0129562591752376e-06,0.6749405553061598,9.992007221626415e-16,0.08618422567612546,0.6931471805599453,2.4003021792398767e-13
71,0.0,0.9414225941422594,0.7,0.7,0.49463156638927497,0.0,0.011296816383742025,0.8322287732435809,0.0,0.8333333333333334,9.992007221626415e-16,0.6856751657212442,0.0024469960392546164,0.6694719281264593,9.992007221626415e-16,0.03933184885642184,0.6485721918186702,3.0087043967342197e-14
72,0.0,0.5523012552301255,1.0,1.0,0.49242243168940425,0.0,0.12662641374062344,0.8489338963022377,0.0,0.7876984126984127,9.992007221626415e-16,0.6856751657212442,0.0034280376986827424,0.6686572954617436,9.992007221626415e-16,0.09278818230069771,0.6931471805599453,3.0087043967342197e-14
73,0.0,0.0,0.9,0.9,0.49804988450976007,0.0,0.24655398272887685,0.9441174910306845,0.0,0.9722222222222222,9.992007221626415e-16,0.6856751657212442,2.917801735187156e-06,0.6868137049178523,9.992007221626415e-16,0.04445176257083381,0.6931471805599453,0.06307159614475569
74,0.0,0.40585774058577406,0.8,0.8,0.5085054742101516,0.0,0.14188354423874416,0.8221790919185972,0.0,0.8205645161290323,9.992007221626415e-16,0.7006754469807368,2.975573225371538e-06,0.7353060101535801,9.992007221626415e-16,9.992007221626415e-16,0.6348165277906654,1.0000001482835065e-07
75,0.6,0.40585774058577406,0.8,0.8,0.5133150962525116,0.0,0.24925777294770335,0.9745259195928226,0.010080645161290322,0.9153225806451613,9.992007221626415e-16,0.7006754469807368,0.020136063436735737,0.755185028336959,9.992007221626415e-16,0.10008345855698253,0.6528484539623457,0.018357392154579117
76,0.0,0.029288702928870314,1.0,1.0,0.49114258071906214,0.0,0.04065521601411215,0.8401150324071278,0.0,0.7883064516129032,9.992007221626415e-16,0.7006754469807368,0.0032937908511166364,0.6757629462284139,9.992007221626415e-16,0.09097177820572676,0.7860448454209639,2.796166736058852e-07
77,0.2,0.5146443514644352,0.8,0.8,0.4897120661188812,0.0,0.2240765256768722,0.9391180414787389,0.0,0.9444444444444444,9.992007221626415e-16,0.6856751657212442,0.0031001961182644876,0.6593491301704681,9.992007221626415e-16,9.992007221626415e-16,0.7101637154041124,1.725123903065727e-08
78,0.0,0.029288702928870314,1.0,1.0,0.4898388577719007,0.0,0.08373049717286896,0.8195422660926633,0.0,0.782258064516129,9.992007221626415e-16,0.7006754469807368,0.003293788921535999,0.7127554627110569,9.992007221626415e-16,0.0682195729809018,0.6611293458296099,1.0000001482835065e-07
79,0.0,0.5523012552301255,1.0,1.0,0.49366216969514864,0.0,0.16358111511634765,0.8716364033954807,0.0,0.9166666666666666,9.992007221626415e-16,0.6856751657212442,3.0129562591752376e-06,0.6743818847885336,9.992007221626415e-16,0.095527683227785,0.7403612695870868,1.0511491677631223e-10
80,0.0,0.029288702928870314,1.0,1.0,0.4923506086200409,0.0,0.08371191958659507,0.881359254473516,0.0,0.844758064516129,9.992007221626415e-16,0.7006754469807368,0.00330851292598442,0.7013171584963264,9.992007221626415e-16,0.07805933558314729,0.6613529047083639,1.560533464373255e-05
81,0.0,0.9916317991631799,0.3,0.3,0.49271422270832194,0.0,0.1472571835291785,0.8787653593375343,0.0,0.8286290322580645,9.992007221626415e-16,0.7006754469807368,3.3240405949235805e-06,0.7035123470508294,9.992007221626415e-16,0.020619287202735703,0.7415153345695819,1.0000001482835065e-07
82,0.0,0.029288702928870314,1.0,1.0,0.4898014497642936,0.0,0.06426051839204738,0.8012302554651289,0.0,0.8024193548387097,9.992007221626415e-16,0.7006754469807368,0.004189571580030235,0.702528145183758,9.992007221626415e-16,0.04445176257083381,0.6639473725083717,3.7964192668379263e-07
83,0.0,0.029288702928870314,1.0,1.0,0.4982396337677316,0.0,0.2805802670043622,0.9436258578425385,0.0,0.8387096774193549,9.992007221626415e-16,0.7006754469807368,0.004189571580030235,0.7199427095482783,9.992007221626415e-16,0.01600034134644119,0.7347595752165813,0.0011368768241639777
84,0.0,0.5523012552301255,1.0,1.0,0.49369129068658324,0.0,0.07222018848527045,0.8735486733678015,0.0,0.7678571428571428,9.992007221626415e-16,0.6856751657212442,0.004486987566576569,0.6807998613321076,9.992007221626415e-16,9.992007221626415e-16,0.6931471805599453,3.0087043967342197e-14
85,0.0,0.40585774058577406,0.8,0.8,0.5091565794043875,0.0,0.043512960926468836,0.8083819379167068,0.0,0.8387096774193549,9.992007221626415e-16,0.7006754469807368,0.003312462811097207,0.7419807117584782,9.992007221626415e-16,0.04728592299904114,0.5818514665656435,1.0000001482835065e-07
86,0.0,0.6401673640167365,0.9,0.9,0.503934901638748,0.0,0.017778346802320377,0.9049013394966811,0.0,0.8568548387096774,0.028170876966696335,0.7006754469807368,0.0023073773065212626,0.6744718428516495,9.992007221626415e-16,0.07107470260531489,0.6931471805599453,3.1158347837718754e-07
87,0.0,0.6401673640167365,0.9,0.9,0.5063866401556009,0.0,0.1730765115023829,0.9017337979911466,0.0,0.8830645161290323,9.992007221626415e-16,0.7006754469807368,2.975573225371538e-06,0.7234517727337071,9.992007221626415e-16,0.12725869985140043,0.640468489371125,2.5937523662153336e-05
88,0.0,0.5523012552301255,1.0,1.0,0.4969472588483276,0.0,0.07933329578071147,0.9495496939618709,0.0,0.9682539682539683,9.992007221626415e-16,0.6856751657212442,0.003099384955682705,0.6912494498911165,9.992007221626415e-16,0.038839833316263894,0.7362276107364035,0.16144908271110311
89,0.0,0.40585774058577406,0.8,0.8,0.5133683685248098,0.0,0.008047886094332934,0.7994958865551663,0.0,0.875,9.992007221626415e-16,0.7006754469807368,2.975573225371538e-06,0.7059972976790627,9.992007221626415e-16,0.04760079873074692,0.637947900813135,1.4203045360367356e-07
90,0.0,0.029288702928870314,1.0,1.0,0.5009722758035264,0.0,0.28277616978944775,0.9473744338652199,0.0,0.9193548387096774,9.992007221626415e-16,0.7006754469807368,4.263775374917076e-06,0.6947257604821889,9.992007221626415e-16,0.019231361927887644,0.6931471805599453,0.068898417868634
91,0.0,0.0,0.9,0.9,0.5116163140236218,0.0,0.0063735960662879565,0.7882069241209588,0.0,0.8194444444444444,9.992007221626415e-16,0.6831968497067772,0.0020796552552813366,0.7209081317260491,9.992007221626415e-16,0.020619287202735703,0.7247915442448305,3.0087043967342197e-14
92,0.0,0.0,0.9,0.9,0.5110826607307453,0.0,0.07852752108908512,0.796021415850283,0.0,0.8035714285714286,9.992007221626415e-16,0.6856751657212442,0.013157943585032217,0.722071265795447,9.992007221626415e-16,0.04445176257083381,0.6197733843145666,3.0087043967342197e-14
93,0.0,0.40585774058577406,0.8,0.8,0.5092701671919613,0.0,0.15879965749960467,0.8093945168157743,0.0,0.7923387096774194,9.992007221626415e-16,0.7006754469807368,0.013796844417063579,0.7336002202611691,9.992007221626415e-16,0.01600034134644119,0.5998681276903233,1.0000001482835065e-07
94,0.0,0.5146443514644352,0.8,0.8,0.4890185783052331,0.0,0.13010003170807194,0.8539790439540615,0.0,0.8154761904761905,9.992007221626415e-16,0.6831968497067772,0.00714275316230672,0.6547477334254101,9.992007221626415e-16,9.992007221626415e-16,0.7240393057007621,3.0087043967342197e-14
